data_id,treat,age,education,black,hispanic,married,nodegree,re75,re78,re74
"Lalonde Sample",1,17,8,1,0,0,1,0,0,
"Lalonde Sample",1,29,8,1,0,0,1,0,1923.938,
"Lalonde Sample",1,28,10,1,0,0,1,2836.506,3196.571,
"Lalonde Sample",1,35,10,1,0,0,1,0,4666.236,
"Lalonde Sample",1,27,11,1,0,0,1,0,549.2984,
"Lalonde Sample",1,29,4,1,0,0,1,0,762.9146,
"Lalonde Sample",1,28,9,1,0,0,1,0,10694.29,
"Lalonde Sample",1,27,11,1,0,0,1,0,0,
"Lalonde Sample",1,23,7,0,0,0,1,0,0,
"Lalonde Sample",1,45,5,1,0,1,1,0,8546.715,
"Lalonde Sample",1,29,13,1,0,0,0,0,7479.656,
"Lalonde Sample",1,27,9,1,0,0,1,0,0,
"Lalonde Sample",1,46,13,1,0,0,0,0,647.2046,
"Lalonde Sample",1,18,6,1,0,0,1,0,0,
"Lalonde Sample",1,25,12,1,0,0,0,0,11965.81,
"Lalonde Sample",1,28,15,1,0,0,0,0,9598.541,
"Lalonde Sample",1,31,9,1,0,0,1,1698.607,10363.27,
"Lalonde Sample",1,25,11,0,0,0,1,0,18783.35,
"Lalonde Sample",1,22,12,1,0,0,0,0,18678.08,
"Lalonde Sample",1,28,11,1,0,0,1,1284.079,60307.93,
"Lalonde Sample",1,21,9,1,0,0,1,0,0,
"Lalonde Sample",1,40,11,1,0,0,1,0,23005.6,
"Lalonde Sample",1,22,11,1,0,0,1,0,6456.697,
"Lalonde Sample",1,25,12,1,0,0,0,0,0,
"Lalonde Sample",1,27,9,1,0,1,1,934.4454,1773.423,
"Lalonde Sample",1,23,10,1,0,1,1,936.4386,11233.26,
"Lalonde Sample",1,29,10,1,0,0,1,4398.95,0,
"Lalonde Sample",1,18,12,1,0,0,0,0,2321.107,
"Lalonde Sample",1,38,12,0,0,0,0,0,4941.849,
"Lalonde Sample",1,27,13,1,0,0,0,0,0,
"Lalonde Sample",1,27,8,1,0,0,1,0,0,
"Lalonde Sample",1,38,11,1,0,0,1,0,0,
"Lalonde Sample",1,23,8,0,1,0,1,0,3881.284,
"Lalonde Sample",1,26,11,1,0,0,1,0,17230.96,
"Lalonde Sample",1,42,9,1,0,1,1,3058.531,1294.409,
"Lalonde Sample",1,21,12,0,0,0,0,0,8048.603,
"Lalonde Sample",1,25,8,1,0,0,1,0,0,
"Lalonde Sample",1,31,11,1,0,1,1,0,14509.93,
"Lalonde Sample",1,17,10,1,0,0,1,0,0,
"Lalonde Sample",1,19,8,1,0,0,1,2657.057,9970.681,
"Lalonde Sample",1,29,14,1,0,0,0,679.6734,17814.98,
"Lalonde Sample",1,25,11,1,0,0,1,0,0,
"Lalonde Sample",1,21,12,1,0,0,0,0,9983.784,
"Lalonde Sample",1,44,11,1,0,0,1,0,0,
"Lalonde Sample",1,19,10,1,0,0,1,385.2741,8124.715,
"Lalonde Sample",1,25,12,0,0,0,0,0,5587.503,
"Lalonde Sample",1,18,10,1,0,0,1,798.9079,9737.154,
"Lalonde Sample",1,18,9,1,0,0,1,0,4482.845,
"Lalonde Sample",1,19,9,1,0,0,1,798.9079,17685.18,
"Lalonde Sample",1,18,9,1,0,0,1,3287.375,5010.342,
"Lalonde Sample",1,26,11,1,0,1,1,1392.853,1460.36,
"Lalonde Sample",1,42,12,1,0,0,0,0,2456.153,
"Lalonde Sample",1,25,10,1,0,0,1,0,0,
"Lalonde Sample",1,31,9,0,1,0,1,0,26817.6,
"Lalonde Sample",1,24,10,1,0,0,1,0,0,
"Lalonde Sample",1,26,10,1,0,0,1,0,9265.788,
"Lalonde Sample",1,20,12,1,0,0,0,377.5686,1652.637,
"Lalonde Sample",1,19,10,0,0,0,1,5324.109,13829.62,
"Lalonde Sample",1,25,11,1,0,0,1,0,485.2298,
"Lalonde Sample",1,23,8,0,0,1,1,1713.15,4232.309,
"Lalonde Sample",1,31,12,0,0,0,0,2611.218,2484.549,
"Lalonde Sample",1,18,11,1,0,0,1,0,4814.627,
"Lalonde Sample",1,19,11,1,0,0,1,0,7458.105,
"Lalonde Sample",1,43,9,1,0,0,1,0,0,
"Lalonde Sample",1,27,13,1,0,0,0,0,34099.28,
"Lalonde Sample",1,26,11,0,0,0,1,2226.266,13385.86,
"Lalonde Sample",1,29,10,0,1,0,1,8853.674,5112.014,
"Lalonde Sample",1,17,9,1,0,0,1,0,1953.268,
"Lalonde Sample",1,30,11,1,0,0,1,0,0,
"Lalonde Sample",1,17,10,1,0,0,1,156.9491,10641.24,
"Lalonde Sample",1,20,12,0,0,1,0,8644.156,11656.51,
"Lalonde Sample",1,17,9,1,0,0,1,375.1047,3621.707,
"Lalonde Sample",1,18,12,1,0,0,0,562.657,0,
"Lalonde Sample",1,21,11,0,1,0,1,1395.39,0,
"Lalonde Sample",1,30,11,1,0,0,1,1913.034,0,
"Lalonde Sample",1,18,11,0,1,0,1,5491.535,2454.5,
"Lalonde Sample",1,20,12,1,0,0,0,9227.559,0,
"Lalonde Sample",1,20,6,0,1,1,1,10802.98,4488.495,
"Lalonde Sample",1,20,10,1,0,0,1,11073.09,0,
"Lalonde Sample",1,25,8,1,0,0,1,37431.66,2346.828,
"Lalonde Sample",1,17,9,0,0,0,1,1618.15,6011.021,
"Lalonde Sample",1,18,10,0,1,0,1,2589.042,0,
"Lalonde Sample",1,19,9,0,1,0,1,6511.124,7913.386,
"Lalonde Sample",1,19,11,1,0,0,1,192.7995,661.1924,
"Lalonde Sample",1,27,10,0,1,0,1,421.3024,3075.862,
"Lalonde Sample",1,18,12,0,1,0,0,535.5533,1115.86,
"Lalonde Sample",1,22,11,1,0,0,1,606.9609,317.8952,
"Lalonde Sample",1,20,9,1,0,0,1,660.5159,12229.63,
"Lalonde Sample",1,20,11,1,0,0,1,696.2192,0,
"Lalonde Sample",1,18,10,1,0,0,1,699.7896,480.527,
"Lalonde Sample",1,17,10,1,0,0,1,856.8864,3251.1,
"Lalonde Sample",1,26,12,1,0,0,0,1088.907,11460.56,
"Lalonde Sample",1,22,10,1,0,0,1,1071.108,7315.452,
"Lalonde Sample",1,20,12,1,0,0,0,1160.366,702.1839,
"Lalonde Sample",1,18,8,1,0,0,1,1199.641,0,
"Lalonde Sample",1,18,9,1,0,0,1,1285.33,15369.48,
"Lalonde Sample",1,18,10,1,0,0,1,1371.017,12064.41,
"Lalonde Sample",1,19,10,1,0,0,1,1374.587,13278.97,
"Lalonde Sample",1,18,9,0,1,0,1,1713.773,8836.566,
"Lalonde Sample",1,17,10,0,1,0,1,2202.796,4387.057,
"Lalonde Sample",1,19,11,1,0,0,1,1927.995,11965.81,
"Lalonde Sample",1,27,11,1,0,1,1,2142.217,2186.189,
"Lalonde Sample",1,19,10,1,0,0,1,3213.113,2975.031,
"Lalonde Sample",1,19,9,0,1,0,1,3276.15,14271.23,
"Lalonde Sample",1,27,10,1,0,0,1,3213.322,2094.119,
"Lalonde Sample",1,21,11,1,0,1,1,4167.998,11300.24,
"Lalonde Sample",1,29,10,1,0,1,1,4923.263,130.6791,
"Lalonde Sample",1,34,11,0,1,0,1,4641.467,2877.682,
"Lalonde Sample",1,25,10,0,0,0,1,4712.874,6103.746,
"Lalonde Sample",1,31,13,0,0,0,0,5498.35,2329.867,
"Lalonde Sample",1,41,9,1,0,1,1,5783.981,0,
"Lalonde Sample",1,21,11,0,1,0,1,6658.562,9381.295,
"Lalonde Sample",1,20,11,1,0,0,1,6426.646,16451.46,
"Lalonde Sample",1,24,12,0,1,1,0,7212.11,6485.508,
"Lalonde Sample",1,41,9,1,0,1,1,7212.12,3154.72,
"Lalonde Sample",1,21,12,0,0,0,0,7390.634,3557.934,
"Lalonde Sample",1,22,11,1,0,0,1,7497.752,668.7466,
"Lalonde Sample",1,20,9,0,1,0,1,8015.442,5487.97,
"Lalonde Sample",1,17,11,1,0,0,1,8497.436,9017.004,
"Lalonde Sample",1,24,11,1,0,0,1,9180.92,0,
"Lalonde Sample",1,23,12,1,0,1,0,15079.95,10283.49,
"Lalonde Sample",1,23,10,1,0,0,1,15709.56,5665.066,
"Lalonde Sample",1,26,11,0,0,0,1,22959.76,2746.614,
"Lalonde Sample",1,21,13,1,0,0,0,24806.83,8803.666,
"Lalonde Sample",1,18,10,1,0,1,1,1958.096,10989.93,
"Lalonde Sample",1,22,10,1,0,0,1,653.9542,11134.98,
"Lalonde Sample",1,17,10,1,0,0,1,1000.55,1433.531,
"Lalonde Sample",1,20,7,1,0,0,1,1569.49,5518.083,
"Lalonde Sample",1,17,9,1,0,0,1,1667.583,5594.729,
"Lalonde Sample",1,23,11,1,0,0,1,1961.864,3689.126,
"Lalonde Sample",1,32,10,1,0,0,1,2321.537,179.0217,
"Lalonde Sample",1,19,12,1,0,0,0,2534.072,4551.979,
"Lalonde Sample",1,30,10,1,0,0,1,2615.817,0,
"Lalonde Sample",1,25,12,1,0,0,0,2746.608,2090.678,
"Lalonde Sample",1,26,11,0,0,0,1,4676.457,1973.345,
"Lalonde Sample",1,19,10,1,0,0,1,3473.808,5861.603,
"Lalonde Sample",1,19,8,0,0,0,1,3416.907,9251.357,
"Lalonde Sample",1,20,10,1,0,0,1,5100.839,13626.04,
"Lalonde Sample",1,21,11,1,0,0,1,5310.107,7906.341,
"Lalonde Sample",1,23,12,1,0,0,0,7841.972,7947.257,
"Lalonde Sample",1,19,11,1,0,0,1,6409.027,11648.7,
"Lalonde Sample",1,22,11,1,0,0,1,8774.791,18295.82,
"Lalonde Sample",1,23,12,1,0,0,0,7782.042,14416.84,
"Lalonde Sample",1,26,10,1,0,1,1,8141.703,4635.66,
"Lalonde Sample",1,24,12,1,0,0,0,12982.34,0,
"Lalonde Sample",1,18,10,0,1,0,1,12625.51,0,
"Lalonde Sample",1,27,11,1,0,0,1,14223.5,7661.973,
"Lalonde Sample",1,21,11,0,1,0,1,17983.71,15191.91,
"Lalonde Sample",1,25,8,0,0,0,1,23096.65,6421.53,
"Lalonde Sample",1,21,12,1,0,0,0,807.9511,4350.907,
"Lalonde Sample",1,19,11,1,0,0,1,532.2536,0,
"Lalonde Sample",1,18,11,1,0,0,1,851.6061,0,
"Lalonde Sample",1,34,7,1,0,0,1,857.5195,0,
"Lalonde Sample",1,21,11,0,0,0,1,946.2279,11412.24,
"Lalonde Sample",1,25,9,1,0,0,1,1536.503,1709.342,
"Lalonde Sample",1,17,9,1,0,0,1,1341.651,1374.066,
"Lalonde Sample",1,28,8,1,0,0,1,1182.786,7779.263,
"Lalonde Sample",1,18,9,1,0,0,1,1182.786,5100.469,
"Lalonde Sample",1,27,12,1,0,0,0,4310.455,0,
"Lalonde Sample",1,23,9,1,0,0,1,1774.18,11464.71,
"Lalonde Sample",1,19,8,0,1,0,1,1862.889,8774.623,
"Lalonde Sample",1,21,11,1,0,0,1,2158.585,0,
"Lalonde Sample",1,21,11,1,0,0,1,2217.724,4082.37,
"Lalonde Sample",1,23,10,1,0,0,1,2217.724,0,
"Lalonde Sample",1,27,9,1,0,0,1,2294.605,2018.556,
"Lalonde Sample",1,27,11,1,0,0,1,2483.852,0,
"Lalonde Sample",1,23,12,0,0,0,0,3903.195,796.5597,
"Lalonde Sample",1,27,8,1,0,0,1,7218.277,7976.932,
"Lalonde Sample",1,28,11,1,0,1,1,6952.58,7318.186,
"Lalonde Sample",1,25,12,1,0,0,0,5204.259,0,
"Lalonde Sample",1,20,12,1,0,0,0,6085.421,9750.66,
"Lalonde Sample",1,26,12,1,0,0,0,6608.803,5811.765,
"Lalonde Sample",1,23,10,1,0,1,1,10495.08,3385.811,
"Lalonde Sample",1,49,8,0,0,1,1,7285.948,16717.12,
"Lalonde Sample",1,19,11,1,0,0,1,10224.37,11293.81,
"Lalonde Sample",1,21,13,0,0,0,0,8616.852,99.57002,
"Lalonde Sample",1,27,12,1,0,1,0,7806.387,2777.585,
"Lalonde Sample",1,23,11,1,0,0,1,8959.589,1659.5,
"Lalonde Sample",1,22,11,1,0,0,1,12170.94,8408.393,
"Lalonde Sample",1,24,15,1,0,0,0,13008.5,14683.63,
"Lalonde Sample",1,24,12,1,0,0,0,18154.06,0,
"Lalonde Sample",1,18,11,1,0,0,1,214.5636,929.8839,
"Lalonde Sample",1,17,10,1,0,0,1,5793.852,5522.788,
"Lalonde Sample",1,17,9,1,0,0,1,1253.439,5445.2,
"Lalonde Sample",1,28,11,1,0,0,1,6871.856,0,
"Lalonde Sample",1,27,11,1,0,0,1,2666.274,0,
"Lalonde Sample",1,19,11,1,0,0,1,2615.276,4146.603,
"Lalonde Sample",1,18,11,0,0,0,1,919.5579,4321.705,
"Lalonde Sample",1,24,10,1,0,0,1,2421.947,1660.508,
"Lalonde Sample",1,23,12,1,0,0,0,3039.96,8484.239,
"Lalonde Sample",1,21,9,1,0,0,1,5749.331,743.6666,
"Lalonde Sample",1,21,12,1,0,0,0,3332.409,9371.037,
"Lalonde Sample",1,24,9,1,0,0,1,2288.675,4849.559,
"Lalonde Sample",1,20,9,0,1,0,1,5875.049,1358.643,
"Lalonde Sample",1,25,13,1,0,0,0,3090.732,0,
"Lalonde Sample",1,35,8,1,0,1,1,17976.15,3786.628,
"Lalonde Sample",1,17,9,0,1,0,1,74.34345,6210.67,
"Lalonde Sample",1,24,11,1,0,1,1,1666.113,4032.708,
"Lalonde Sample",1,20,12,1,0,0,0,165.2077,0,
"Lalonde Sample",1,21,8,1,0,0,1,3695.897,4279.613,
"Lalonde Sample",1,18,10,1,0,0,1,1784.274,11141.39,
"Lalonde Sample",1,27,12,1,0,0,0,357.9499,22163.25,
"Lalonde Sample",1,22,9,1,0,0,1,3836.986,3462.564,
"Lalonde Sample",1,46,8,1,0,0,1,2594.723,0,
"Lalonde Sample",1,19,10,1,0,0,1,6056.754,0,
"Lalonde Sample",1,19,11,0,1,1,1,5463.803,6788.463,
"Lalonde Sample",1,22,12,1,0,0,0,936.1773,0,
"Lalonde Sample",1,22,12,0,0,0,0,8455.504,12590.71,
"Lalonde Sample",1,26,12,1,0,1,0,5794.831,1424.944,
"Lalonde Sample",1,29,12,1,0,0,0,4878.937,10976.51,
"Lalonde Sample",1,31,9,1,0,0,1,5517.841,9558.501,
"Lalonde Sample",1,29,12,1,0,0,0,1817.284,0,
"Lalonde Sample",1,35,9,1,0,1,1,13830.64,12803.97,
"Lalonde Sample",1,25,12,1,0,0,0,2409.274,0,
"Lalonde Sample",1,22,12,0,1,1,0,7055.702,10092.83,
"Lalonde Sample",1,27,10,1,0,0,1,3550.075,0,
"Lalonde Sample",1,22,10,1,0,1,1,5588.664,13228.28,
"Lalonde Sample",1,19,8,1,0,0,1,2937.264,7535.942,
"Lalonde Sample",1,20,11,1,0,0,1,1220.836,1085.44,
"Lalonde Sample",1,21,12,0,0,0,0,334.0494,12558.02,
"Lalonde Sample",1,27,12,1,0,1,0,334.0493,0,
"Lalonde Sample",1,20,10,1,0,0,1,2777.355,5615.189,
"Lalonde Sample",1,23,12,1,0,0,0,501.0741,671.3318,
"Lalonde Sample",1,27,13,0,0,1,0,853.7225,0,
"Lalonde Sample",1,23,12,0,1,0,0,1117.439,559.4432,
"Lalonde Sample",1,24,12,1,0,0,0,2842.764,6167.681,
"Lalonde Sample",1,20,11,1,0,0,1,1484.994,6943.342,
"Lalonde Sample",1,26,10,1,0,0,1,6788.958,672.8773,
"Lalonde Sample",1,25,14,1,0,1,0,11536.57,36646.95,
"Lalonde Sample",1,26,10,1,0,1,1,0,0,
"Lalonde Sample",1,20,9,1,0,0,1,0,8881.665,
"Lalonde Sample",1,31,4,1,0,0,1,4023.211,7382.549,
"Lalonde Sample",1,24,10,1,0,1,1,4078.152,0,
"Lalonde Sample",1,33,11,1,0,1,1,25142.24,4181.942,
"Lalonde Sample",1,33,12,1,0,1,0,10941.35,15952.6,
"PSID",0,47,12,0,0,0,0,0,0,0
"PSID",0,50,12,1,0,1,0,0,0,0
"PSID",0,44,12,0,0,0,0,0,0,0
"PSID",0,28,12,1,0,1,0,0,0,0
"PSID",0,54,12,0,0,1,0,0,0,0
"PSID",0,55,12,0,1,1,0,0,0,0
"PSID",0,47,12,0,0,1,0,0,0,0
"PSID",0,25,12,1,0,0,0,0,0,0
"PSID",0,44,12,0,0,1,0,0,0,0
"PSID",0,50,12,1,0,1,0,0,0,0
"PSID",0,23,12,1,0,0,0,0,4728.725,0
"PSID",0,49,14,0,0,1,0,0,0,0
"PSID",0,55,14,0,0,1,0,0,0,0
"PSID",0,34,14,1,0,1,0,0,0,0
"PSID",0,34,16,0,0,1,0,0,11821.81,0
"PSID",0,55,13,0,1,1,0,0,0,0
"PSID",0,52,12,0,0,1,0,0,0,0
"PSID",0,52,15,0,0,1,0,0,0,0
"PSID",0,30,16,0,0,1,0,0,0,0
"PSID",0,21,12,0,0,0,0,0,0,0
"PSID",0,30,17,0,0,0,0,0,0,0
"PSID",0,44,12,0,0,1,0,0,0,0
"PSID",0,46,12,0,0,0,0,0,0,0
"PSID",0,53,17,0,0,1,0,0,0,0
"PSID",0,26,16,0,0,0,0,0,9014.132,0
"PSID",0,49,12,0,0,1,0,0,13299.54,0
"PSID",0,39,15,0,0,1,0,0,1921.045,0
"PSID",0,26,17,0,0,1,0,0,11821.81,0
"PSID",0,32,16,0,0,1,0,0,0,0
"PSID",0,34,12,0,0,1,0,0,0,0
"PSID",0,31,14,0,0,1,0,0,0,0
"PSID",0,39,17,0,1,1,0,0,8866.359,0
"PSID",0,40,17,0,0,1,0,0,0,0
"PSID",0,31,12,0,0,1,0,0,0,0
"PSID",0,27,13,0,0,1,0,0,28076.8,0
"PSID",0,48,12,0,0,1,0,0,0,0
"PSID",0,41,13,0,0,1,0,0,0,0
"PSID",0,26,14,0,0,0,0,0,0,0
"PSID",0,50,17,0,0,0,0,0,0,0
"PSID",0,48,12,0,0,1,0,0,12930.11,0
"PSID",0,45,16,0,0,1,0,0,0,0
"PSID",0,37,13,0,0,1,0,0,0,0
"PSID",0,33,12,0,0,1,0,0,0,0
"PSID",0,31,12,0,0,1,0,0,0,0
"PSID",0,36,12,1,0,1,0,0,17732.72,0
"PSID",0,44,13,0,0,1,0,0,0,0
"PSID",0,28,17,0,0,1,0,0,0,0
"PSID",0,30,17,0,0,1,0,0,0,0
"PSID",0,42,16,0,0,1,0,0,0,0
"PSID",0,30,12,0,0,1,0,0,0,0
"PSID",0,27,16,0,0,1,0,0,0,0
"PSID",0,37,12,0,0,1,0,0,0,0
"PSID",0,37,12,0,0,1,0,0,0,0
"PSID",0,45,12,0,0,1,0,0,22165.9,0
"PSID",0,35,16,0,0,1,0,0,0,0
"PSID",0,37,17,0,0,1,0,0,66497.7,0
"PSID",0,27,17,0,0,1,0,0,0,0
"PSID",0,47,14,0,0,1,0,0,0,0
"PSID",0,48,12,0,0,1,0,0,0,0
"PSID",0,42,12,0,0,1,0,0,0,0
"PSID",0,43,12,0,0,1,0,0,0,0
"PSID",0,46,12,0,0,1,0,0,0,0
"PSID",0,46,12,0,0,1,0,0,0,0
"PSID",0,46,12,0,0,1,0,0,0,0
"PSID",0,29,16,0,0,1,0,0,8396.442,0
"PSID",0,39,13,0,0,1,0,0,0,0
"PSID",0,32,12,0,0,1,0,0,0,0
"PSID",0,48,16,0,0,1,0,0,0,0
"PSID",0,48,16,0,0,1,0,0,0,0
"PSID",0,41,13,0,0,1,0,0,0,0
"PSID",0,42,13,0,0,1,0,0,0,0
"PSID",0,42,13,0,0,1,0,0,0,0
"PSID",0,42,13,0,0,1,0,0,0,0
"PSID",0,54,13,0,0,1,0,0,0,0
"PSID",0,29,14,0,0,1,0,0,0,0
"PSID",0,54,12,0,0,1,0,0,0,0
"PSID",0,54,12,0,0,1,0,0,0,0
"PSID",0,26,14,0,0,1,0,0,0,0
"PSID",0,43,17,0,0,1,0,0,36943.16,0
"PSID",0,54,12,0,0,1,0,0,0,0
"PSID",0,37,12,0,0,1,0,0,0,0
"PSID",0,54,16,0,0,1,0,0,0,0
"PSID",0,48,17,0,0,1,0,0,0,0
"PSID",0,44,12,0,0,1,0,0,0,0
"PSID",0,54,12,0,0,1,0,0,0,0
"PSID",0,38,12,0,0,1,0,0,0,0
"PSID",0,37,13,0,0,1,0,0,0,0
"PSID",0,27,17,0,0,1,0,0,0,0
"PSID",0,51,12,0,0,1,0,0,0,0
"PSID",0,39,12,0,0,1,0,0,0,0
"PSID",0,55,14,0,0,1,0,0,0,0
"PSID",0,54,13,0,0,1,0,0,0,0
"PSID",0,54,13,0,0,1,0,0,0,0
"PSID",0,34,12,0,0,1,0,0,0,0
"PSID",0,50,14,0,0,1,0,0,0,0
"PSID",0,50,12,0,0,1,0,0,0,0
"PSID",0,21,14,0,1,0,0,71.6129,3657.373,0
"PSID",0,26,12,0,0,1,0,71.6129,0,0
"PSID",0,21,13,0,0,0,0,692.8549,2659.908,0
"PSID",0,23,16,0,0,1,0,1521.774,0,0
"PSID",0,21,15,0,0,0,0,3222.581,14777.27,0
"PSID",0,23,14,0,0,0,0,3401.613,5319.816,0
"PSID",0,27,16,0,0,1,0,4833.871,0,0
"PSID",0,25,12,0,0,1,0,5729.032,26599.08,0
"PSID",0,27,17,0,0,0,0,6087.097,7388.633,0
"PSID",0,55,12,0,0,1,0,6266.129,10344.09,0
"PSID",0,20,12,0,0,1,0,7161.291,0,0
"PSID",0,18,12,0,0,1,0,8056.452,19210.45,0
"PSID",0,27,12,0,0,1,0,8235.484,20688.17,0
"PSID",0,28,16,0,0,1,0,8951.613,36943.16,0
"PSID",0,36,12,1,0,1,0,8951.613,11821.81,0
"PSID",0,33,13,1,0,1,0,10741.93,20688.17,0
"PSID",0,36,12,0,0,1,0,10741.93,0,0
"PSID",0,27,13,0,0,1,0,16112.9,29554.53,0
"PSID",0,45,17,0,0,1,0,16112.9,17732.72,0
"PSID",0,45,17,0,0,1,0,16112.9,17732.72,0
"PSID",0,45,17,0,0,1,0,16112.9,17732.72,0
"PSID",0,31,12,0,0,1,0,17903.23,0,0
"PSID",0,34,12,0,0,1,0,17903.23,63542.24,0
"PSID",0,34,12,0,0,1,0,17903.23,63542.24,0
"PSID",0,47,14,0,0,1,0,17903.23,22165.9,0
"PSID",0,35,16,0,0,1,0,19693.55,17732.72,0
"PSID",0,43,17,0,0,1,0,21161.61,29554.53,0
"PSID",0,25,12,1,0,1,0,21483.87,1220.602,0
"PSID",0,29,15,0,0,0,0,21483.87,22313.67,0
"PSID",0,31,12,0,0,1,0,21483.87,20688.17,0
"PSID",0,52,12,0,0,1,0,21483.87,22165.9,0
"PSID",0,22,16,0,0,0,0,22558.06,32509.98,0
"PSID",0,53,15,0,0,1,0,24169.36,28076.8,0
"PSID",0,29,17,0,0,1,0,25959.68,36898.83,0
"PSID",0,31,13,0,0,1,0,25959.68,39898.62,0
"PSID",0,35,12,0,0,1,0,26138.71,29554.53,0
"PSID",0,29,16,0,0,1,0,26854.84,23643.63,0
"PSID",0,39,12,0,0,1,0,28645.16,31032.26,0
"PSID",0,37,14,0,0,1,0,32225.81,0,0
"PSID",0,30,14,0,0,1,0,32225.81,22165.9,0
"PSID",0,43,17,0,0,1,0,42251.61,41376.34,0
"PSID",0,32,17,0,0,1,0,46548.39,39898.62,0
"PSID",0,44,12,0,0,1,0,71612.91,81274.96,0
"PSID",0,32,16,0,0,1,0,6910.645,18609.01,577.9837
"PSID",0,43,12,1,0,1,0,1879.839,5910.906,715.1324
"PSID",0,24,12,1,0,0,0,0,10344.09,783.7067
"PSID",0,22,13,0,0,0,0,0,2305.253,783.7067
"PSID",0,35,15,0,0,1,0,537.0967,0,979.6334
"PSID",0,26,15,0,0,0,0,1879.839,3250.999,979.6334
"PSID",0,29,17,0,0,1,0,8951.613,0,979.6334
"PSID",0,23,12,1,0,0,0,3222.581,5910.906,1077.597
"PSID",0,19,12,0,0,1,0,8593.549,26599.08,1154.008
